rho_s,r_s,MBH,ML,chi2,reward,status,proposal_id,refine_passes,chi2_losvd,chi2_light,chi2_total,chi2_inner,chi2_outer,N_inner,N_outer,N_nonzero_weights,effective_N_orbits,max_weight_fraction,halo_type,weight_mode,weight_solver_mode,losvd_score_mode,alphat,halo_q_axis_ratio,karl_halo_params_active
0.0735308097755471,3600.0629394854045,185281.477162998,1.6269831267125825,1182.3565427159265,-1181.8565427159265,pass_full,5.0,0.0,1182.3565427159265,284.1880112777516,1267.612946099252,55.6099971651889,1126.7465455507374,20.0,543.0,2443.0,146.6723209344916,0.0553851084389687,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.0735308097755471,3600.0629394854045,0.0,1.6269831267125825,1046.2120855481187,-1045.7120855481187,pass_halo_only,5.0,0.0,1046.2120855481187,280.3360691864752,1130.3129063040612,89.30709911618406,956.9049864319342,20.0,543.0,3263.0,105.59315151051646,0.0498787517829426,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.0735308097755471,3600.0629394854045,370562.9543259961,1.6269831267125825,1120.7378158897036,-1120.2378158897036,pass_bh_up,5.0,0.0,1120.7378158897036,352.80728682939406,1226.5800019385215,36.85653545181921,1083.8812804378842,20.0,543.0,2936.0,385.2182518715079,0.0382363543775566,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.0735308097755471,3600.0629394854045,92640.738581499,1.6269831267125825,1493.6725825140163,-1493.1725825140163,pass_bh_down,5.0,0.0,1493.6725825140163,340.7766035134153,1595.905563568041,326.5870266411914,1167.085555872826,20.0,543.0,3704.0,82.98567313120338,0.0890653861205765,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.1470616195510943,3600.0629394854045,185281.477162998,1.6269831267125825,1197.7410456758137,-1197.2410456758137,pass_halo_up,5.0,0.0,1197.7410456758137,146.0414363487675,1241.553476580444,12.671983712487345,1185.0690619633262,20.0,543.0,2891.0,71.75245617117677,0.0669774536618682,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.0367654048877735,3600.0629394854045,185281.477162998,1.6269831267125825,992.06663519035,-991.56663519035,pass_halo_down,5.0,0.0,992.06663519035,332.47816781416225,1091.8100855345986,20.654842105477357,971.4117930848724,20.0,543.0,2859.0,270.6205112366156,0.0331259776868699,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.0735308097755471,3600.0629394854045,185281.477162998,2.0,1035.4132460129597,-1034.9132460129597,pass_ml_up,5.0,0.0,1035.4132460129597,303.6690735558283,1126.513968079708,56.13766245034565,979.2755835626136,20.0,543.0,3753.0,483.0024737847717,0.0166208938700381,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
0.0735308097755471,3600.0629394854045,185281.477162998,0.8134915633562912,1091.9860409150924,-1091.4860409150924,pass_ml_down,5.0,0.0,1091.9860409150924,299.1085088085275,1181.7185935576506,18.4778599986073,1073.508180916485,20.0,543.0,4958.0,130.21540500909407,0.0491496647670375,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
3.6730321577969782,9004.34834201969,315367.7794434099,0.931979796564619,1228.8874415709558,-1228.3874415709558,pass_full,6.0,0.0,1228.8874415709558,195.6715453267674,1287.588905168986,39.76176887101876,1189.1256726999372,20.0,543.0,2289.0,149.18385529976348,0.0411173507500637,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
3.6730321577969782,9004.34834201969,0.0,0.931979796564619,1231.001457442607,-1230.501457442607,pass_halo_only,6.0,0.0,1231.001457442607,172.69567254019142,1282.8101592046644,40.2391872418725,1190.7622702007343,20.0,543.0,2774.0,57.23016911492185,0.0689301446850448,nfw,entropy,expanded_cm,standard,1.0,1.0,0.0
